LONGITUDE,LATITUDE,YEAR,MONTH,DAY,MAGNITUDE,DEPTH,HOUR,MINUTE
96.424,25.185,1990,1,23,4.7,33,15,40
95.364,25.047,1990,1,11,4.7,141.8,11,14
94.682,24.516,1990,1,10,5.2,86.5,6,37
95.241,24.753,1990,1,9,6.3,119.2,18,51
94.237,22.612,1989,12,31,4.4,52.6,12,44
94.378,24.209,1989,12,29,4.3,88.5,21,26
94.518,24.637,1989,12,29,4.4,95.3,15,51
94.592,22.872,1989,12,9,4.8,115.4,11,32
96.524,25.791,1989,11,27,4.4,33,1,20
95.522,24.344,1989,10,12,4.4,33,14,37
94.598,23.02,1989,9,25,3.8,85.3,2,9
92.794,26.793,1989,9,19,4.6,67.9,17,7
94.707,24.559,1989,8,9,5.2,85.7,16,1
94.033,24.456,1989,7,30,4.5,33,13,17
94.56,22.809,1989,7,15,5.6,107.7,0,9
94.351,23.544,1989,7,10,4.5,67.7,14,46
95.896,24.569,1989,7,2,4.9,33,7,55
94.387,23.851,1989,6,28,5,75.6,12,8
90.763,26.419,1989,6,11,4.6,33,13,42
94.372,22.666,1989,5,31,4.2,105.6,17,24
93.163,23.741,1989,5,18,1.8,33,2,55
92.504,22.879,1989,5,9,4,104.5,16,17
91.604,25.246,1989,4,29,4.3,33,12,55
95.002,24.52,1989,4,24,4.7,99.4,18,11
95.846,25.137,1989,4,16,4.7,33,11,49
92.505,24.472,1989,4,13,5.5,33,7,25
96.721,26.321,1989,4,8,4.4,33,9,3
95.257,25.12,1989,4,6,4.1,115.9,5,47
94.652,25.17,1989,4,3,5.6,66.5,19,39
91.967,22.598,1989,3,13,4.1,33,13,6
92.751,26.987,1989,3,8,5.1,33,20,2
92.644,27.139,1989,2,28,4.6,44.8,0,26
95.214,25.621,1989,1,27,4.3,61.8,16,14
94.21,24.743,1989,1,22,4,77.6,19,41
92.463,24.103,1989,1,10,4.3,33,19,21
95.078,24.986,1989,1,2,4.2,105,22,50
94.699,23.256,1988,12,27,4.9,115.9,18,15
94.974,25.22,1988,12,4,4.7,92.7,19,43
94.585,24.101,1988,11,30,4.9,94.4,3,9
93.359,23.151,1988,11,27,5.2,33,7,12
94.693,24.683,1988,10,9,4.5,34.7,22,5
95.161,25.232,1988,9,17,4.6,103.2,16,45
95.012,25.107,1988,9,4,4.4,96.9,10,21
91.769,26.285,1988,9,4,4,33,8,1
95.099,25.303,1988,8,21,5.2,80.8,13,16
95.156,25.32,1988,8,13,5.1,92,19,59
95.001,25.382,1988,8,8,4.8,95.7,16,14
94.566,24.47,1988,8,8,4.6,139.4,11,55
95.218,25.707,1988,8,7,4.4,33,13,4
94.97,25.362,1988,8,6,4.5,87.1,6,21
95.127,25.149,1988,8,6,7.3,90.5,0,36
96.179,26.568,1988,7,11,4.8,33,23,22
95.372,25.064,1988,7,10,4.8,129.4,3,31
94.745,24.611,1988,6,28,4.7,139.1,20,52
93.259,22.61,1988,5,12,4,33,2,44
96.379,25.309,1988,5,11,4.4,49.9,23,4
91.574,25.913,1988,4,30,4.2,33,3,27
93.851,24.827,1988,4,18,4.3,71.2,5,18
95.412,25.99,1988,3,6,4.7,92.9,4,43
91.571,24.7,1988,2,28,4.6,28.9,5,55
94.111,23.344,1988,2,24,4.9,74.8,14,7
95.654,26.038,1988,2,24,4.5,94.9,3,24
92.216,27.139,1988,2,17,4.8,44.3,6,30
91.432,24.522,1988,2,17,4.5,39.3,1,2
93.859,25.119,1988,2,12,4.3,33,5,51
91.57,24.688,1988,2,6,5.9,33,14,50
93.63,23.279,1988,1,20,4.4,89.2,7,10
95.654,25.554,1988,1,4,3.4,84.3,21,38
90.94,26.025,1987,12,11,4.6,54.6,6,39
93.254,26.324,1987,12,1,4.9,49.1,8,50
95.937,25.607,1987,11,28,4.4,33,20,25
93.436,26.569,1987,11,15,4.1,33,15,13
92.948,27.335,1987,10,15,4.7,49.6,16,22
95.253,24.811,1987,9,9,4.6,117.1,12,45
93.414,26.689,1987,9,6,5.1,43.8,23,38
93.82,23.85,1987,9,5,4.8,74.3,8,41
94.402,23.089,1987,8,24,5.3,93.4,9,24
95.189,24.983,1987,7,19,4.7,117.6,22,49
92.594,23.697,1987,7,16,4.4,33,2,19
93.524,26.177,1987,6,11,4.4,33,17,29
94.49,23.667,1987,6,10,4.5,33,3,15
94.585,22.701,1987,5,30,4.5,106.3,15,21
95.029,24.274,1987,5,25,3.9,33,16,4
94.202,25.271,1987,5,18,6.3,49.5,1,53
94.655,24.124,1987,4,29,5.1,103.9,5,15
95.898,26.469,1987,4,6,4.5,101.7,23,28
95.226,24.817,1987,4,3,4.6,151.6,5,48
96.33,24.959,1987,3,26,4.7,33,21,9
94.789,24.245,1987,2,15,4.6,112.8,19,26
94.135,23.126,1987,2,13,4.8,55.4,19,20
95.14,24.309,1987,2,9,3.4,33,15,21
94.639,23.652,1987,2,7,4.6,82.8,4,39
92.938,26.475,1986,12,31,4.8,49.3,15,49
94.774,25.17,1986,11,22,4.5,85.6,13,7
92.322,27.176,1986,11,8,4.5,33,18,24
96.425,26.902,1986,11,1,5.2,26.4,5,2
91.976,25.035,1986,10,14,4.7,33,14,3
94.022,23.473,1986,9,30,4.5,68.6,0,1
92.077,25.385,1986,9,10,5.2,43.1,7,50
96.343,25.873,1986,9,5,4.1,33,16,14
94.085,22.555,1986,8,16,4.5,94.8,22,44
94.196,22.689,1986,8,16,4.5,75.1,22,36
94.177,23.753,1986,7,26,5.5,26.5,20,24
95.035,26.866,1986,7,23,5.4,33,5,18
96.746,25.141,1986,7,2,4.4,33,2,9
94.523,22.839,1986,4,26,5.1,115.3,0,25
95.356,24.983,1986,4,20,4.5,146.9,0,3
94.807,24.46,1986,4,17,5,85.2,13,15
91.184,25.136,1986,2,19,5.3,17.5,17,34
92.987,23.903,1986,2,8,5.4,39,0,28
95.839,22.857,1986,1,27,4.8,10,8,35
94.52,22.933,1986,1,17,4.7,56.7,5,31
93.955,23.351,1986,1,8,4.7,82.8,19,4
92.837,22.677,1986,1,2,4.8,33,9,32
92.071,27.13,1985,12,26,5,12.7,18,4
93.209,24.135,1985,12,22,4.5,49,21,35
94.508,25.2,1985,11,26,4.3,33,17,19
93.965,22.649,1985,11,8,4.5,33,1,0
91.505,23.585,1985,11,3,4.9,32.9,3,57
92.505,27.124,1985,10,31,4.9,17.5,15,26
92.594,27.109,1985,10,25,4.7,33,19,59
92.586,27.135,1985,10,12,4.6,10,19,35
92.537,27.133,1985,10,12,5.3,9.1,18,22
95.137,24.817,1985,10,12,4.8,110.4,5,50
89.745,27.082,1985,10,2,4.4,45.9,16,33
95.7,25.365,1985,8,22,3.8,83.2,17,4
90.229,25.591,1985,6,17,4.7,22.3,21,52
96.195,26.931,1985,6,7,4.9,33,18,23
96.013,26.218,1985,4,24,5.3,27.6,6,47
96.024,23.997,1985,4,17,4.7,37.6,1,58
94.753,24.44,1985,4,2,4.4,83.7,19,48
95.25,25.544,1985,2,17,4.8,91.3,0,24
94.561,25.452,1985,2,3,4.6,58.8,2,40
94.479,23.337,1985,1,25,4.8,93.1,20,58
94.454,24.765,1985,1,21,5,72.6,12,57
91.986,27.152,1985,1,7,5.6,11.8,16,13
92.891,24.641,1984,12,30,6,22.6,23,33
94.838,24.356,1984,12,8,4.2,97.8,23,47
94.718,24.843,1984,11,28,4.9,33,19,34
96.566,25.417,1984,11,21,4.5,33,7,54
92.718,26.696,1984,11,15,4.7,74.1,21,9
94.217,24.035,1984,11,13,4.4,85.5,1,41
94.522,23.994,1984,10,18,4.4,123.6,19,47
93.445,25.382,1984,10,3,4.7,33,21,45
91.468,25.363,1984,9,30,5.1,33,21,35
92.188,26.524,1984,9,22,5.2,33,9,10
93.597,24.721,1984,9,16,4.7,40.9,1,26
94.304,23.466,1984,8,5,4.9,81.8,1,7
96.131,25.138,1984,7,24,4.1,33,14,4
94.398,24.826,1984,7,7,3.9,83.3,22,39
92.429,27.041,1984,6,9,4.4,33,23,7
91.588,23.721,1984,5,21,5.3,33,9,59
94.966,24.543,1984,5,16,4.6,113.9,18,29
94.522,24.851,1984,5,7,4.6,76.8,9,17
93.545,24.257,1984,5,6,6,33,15,19
95.683,26.068,1984,4,25,4.9,107.5,14,58
93.369,26.573,1984,3,21,4.9,33,23,6
94.661,24.543,1984,3,5,5.5,68.9,21,26
94.745,24.785,1984,2,19,4.9,42.5,9,29
94.509,23.946,1984,1,20,4.6,93.1,7,53
96.463,26.141,1983,12,22,4.4,33,16,0
96.099,26.174,1983,11,16,5.1,139.3,0,54
94.459,24.906,1983,10,21,4.8,61.1,23,32
95.709,25.478,1983,9,23,5.2,33,20,18
94.831,23.086,1983,9,18,4.9,57.6,17,27
94.071,23.73,1983,9,7,3.9,92.5,22,24
94.711,25.092,1983,8,30,5.6,62.8,10,39
95.128,24.554,1983,8,23,5.1,125.2,12,12
94.311,22.655,1983,8,21,4.8,114.8,8,31
93.848,23.036,1983,6,26,4.7,76.3,2,31
95.737,26.02,1983,6,16,4.8,113.1,10,50
96.545,25.784,1983,4,30,4.7,39.6,17,28
94.399,22.833,1983,4,13,4.7,108.6,21,7
93.989,22.877,1983,3,5,4.4,33,16,41
92.893,26.894,1983,2,2,5.2,33,20,44
94.889,24.567,1983,1,31,4.8,74,3,26
94.069,23.748,1983,1,29,4.5,81.3,17,52
96.381,26.368,1983,1,25,4.8,105.3,5,5
91.288,25.637,1983,1,19,4.9,10,12,9
93.067,22.857,1983,1,13,4.7,150.9,23,0
94.432,24.232,1983,1,3,5.1,75.9,11,28
92.05,26.321,1982,12,30,4.6,33,12,29
91.641,26.159,1982,12,30,5,40.6,8,37
96.367,26.398,1982,12,25,4.7,104.5,16,51
94.567,24.554,1982,12,11,4.9,77,20,55
94.559,22.771,1982,11,29,4.4,33,4,11
91.563,26.107,1982,11,18,4.8,33,6,2
94.416,23.419,1982,10,7,4.7,92.3,1,52
91.397,25.147,1982,9,21,4.6,33,12,38
95.97,22.918,1982,9,20,4.8,33,17,14
95.327,25.918,1982,9,14,4.8,99,6,1
95.75,22.993,1982,9,4,4.8,33,19,51
91.472,25.381,1982,8,31,5,33,10,42
96.644,25.422,1982,8,30,4.7,33.3,23,13
92.337,25.054,1982,8,21,4.7,33,4,26
90.315,25.91,1982,7,6,5.1,33,6,13
93.599,22.656,1982,6,25,4.3,33,4,42
90.206,26.497,1982,6,20,4.5,33,15,29
94.769,24.667,1982,6,1,4.6,71.3,2,49
94.082,24.096,1982,5,22,4.6,77,9,2
95.045,25.456,1982,5,17,4.6,65,23,17
94.413,24.25,1982,4,6,4.6,96.3,5,44
95.532,23.588,1982,3,30,5,34.8,13,19
92.174,26.199,1982,2,26,4.6,33,8,14
90.749,25.567,1982,2,26,4.7,63.9,0,5
90.664,25.174,1982,1,28,4.2,33,7,18
92.065,24.695,1982,1,11,4.7,33,20,52
94.492,24.724,1982,1,3,4.8,66.6,11,37
95.218,25.107,1981,12,11,4.6,105,11,22
92.457,27.467,1981,12,9,4.5,33,10,52
93.233,22.693,1981,11,21,4.7,48.5,1,52
95.174,25.647,1981,11,15,4.7,62.4,23,45
94.717,23.784,1981,10,9,4.6,111.2,5,23
95.612,26.698,1981,9,5,4.5,36.6,3,17
96.552,25.512,1981,8,25,3.9,33,22,28
96.064,26.693,1981,8,23,5.2,79.6,15,56
94.47,22.891,1981,8,23,4.7,92,9,29
94.903,24.692,1981,8,23,4.7,90,1,24
96.176,25.455,1981,8,18,4.8,33,17,17
96.619,25.489,1981,8,16,5.1,36.6,18,55
96.641,25.45,1981,8,16,4.7,35.3,17,40
96.647,25.507,1981,8,16,4.6,38.3,6,27
94.675,22.933,1981,7,30,4.6,110.4,21,12
94.62,24.753,1981,7,18,4.8,71.5,9,0
94.254,22.593,1981,7,15,4.3,98.9,11,52
93.8,23.776,1981,6,17,4.7,58.7,11,12
94.236,22.747,1981,5,6,4.6,46.7,15,32
94.593,22.964,1981,5,1,5,101.4,4,8
95.384,24.941,1981,4,25,5.7,147.6,11,32
95.106,24.652,1981,4,11,4.6,134.5,1,24
95.259,25.16,1981,4,4,4.4,93.9,21,58
93.635,26.038,1981,2,28,4.7,33,1,58
89.752,27.038,1981,2,9,5.1,33,15,49
96.4,24.866,1981,2,1,4.7,33,9,27
93.897,22.716,1980,11,20,5.3,33,18,14
91.292,23.934,1980,10,30,5,33,5,29
94.994,22.547,1980,10,23,4.5,139,12,51
95.307,24.874,1980,9,14,4.5,112,16,3
94.587,24.784,1980,8,12,5.1,50,16,44
96.076,23.861,1980,8,1,4.6,33,2,22
90.213,25.759,1980,6,11,4.8,33,5,25
94.31,23.764,1980,5,20,4.9,85,13,19
94.738,23.904,1980,3,28,4.8,90,16,15
94.585,23.35,1980,2,23,4.4,84,17,28
95.218,24.726,1980,1,27,4.4,159,3,25
96.289,25.236,1979,11,25,5.1,50,2,40
95.949,22.768,1979,11,12,4.7,33,1,31
94.547,23.208,1979,10,19,4.8,74,15,13
96.716,25.047,1979,9,21,4.9,33,22,2
95.208,25.981,1979,8,21,4.1,128,5,56
94.939,24.204,1979,8,11,5,110,20,32
95.115,25.73,1979,8,1,4.6,155,8,58
91.739,26.753,1979,7,29,4.6,66,14,15
95.257,24.898,1979,7,13,4.8,97,23,20
96.547,25.372,1979,6,8,4.6,33,6,58
95.134,25.19,1979,5,31,4.7,109,19,40
94.724,24.497,1979,5,29,5.3,83,0,39
92.451,23.966,1979,5,12,4.7,33,6,10
94.045,24.127,1979,4,18,4.3,85,8,4
94.963,24.9,1979,3,28,4.5,33,13,16
94.546,22.782,1979,3,25,4.5,81,3,48
96.697,24.966,1979,3,18,4.6,54,20,57
93.398,24.649,1979,3,4,4.6,33,17,40
94.547,24.568,1979,3,3,4.7,65,12,25
91.203,26.272,1979,2,26,4.2,33,6,54
95.938,22.974,1979,2,18,5.1,33,6,16
91.166,24.61,1979,1,28,4.9,33,6,6
91.869,27.164,1979,1,13,4.5,33,3,27
92.866,25.412,1979,1,9,4.4,18,2,39
93.918,24.458,1978,12,30,4.6,33,23,33
92.97,23.559,1978,12,29,4.8,33,8,53
96.196,23.173,1978,12,21,4.4,33,22,36
92.097,26.24,1978,11,18,4.4,55,13,24
94.766,24.249,1978,10,20,4.8,90,17,21
93.668,24.312,1978,10,10,4.7,33,18,14
94.726,22.782,1978,9,18,4.1,109,19,29
94.583,22.861,1978,7,23,4.7,147,10,17
94.41,23.029,1978,7,3,4.3,67,11,4
94.613,22.865,1978,6,10,4.5,110,11,18
96.513,25.967,1978,6,9,4.6,107,6,11
94.626,23.634,1978,4,27,4.5,59,10,18
92.425,22.664,1978,4,7,4.6,40,23,32
94.624,24.908,1978,3,31,4.6,33,19,20
96.32,25.693,1978,3,30,4.2,33,0,47
92.896,23.205,1978,3,28,4.8,33,12,37
94.325,24.327,1978,3,28,4.3,108,10,25
92.866,24.283,1978,3,18,4.6,39,18,40
94.715,23.088,1978,2,23,5.1,105,23,18
94.14,23.282,1978,2,22,5,78,9,7
94.778,24.351,1978,2,11,4.8,109,14,45
94.823,23.945,1978,2,9,4.9,103,5,36
94.707,23.039,1978,2,3,5.1,105,23,46
95.172,24.759,1978,1,8,5.1,100,6,32
92.386,23.636,1977,12,23,5.1,33,21,0
95.847,23.85,1977,12,21,4.7,33,12,46
96.391,25.05,1977,11,24,4.4,33,21,6
93.114,26.471,1977,11,13,5,33,21,2
93.353,23.484,1977,10,13,5.2,61,11,32
92.882,24.306,1977,2,6,4.7,42,16,53
96.563,25.48,1977,2,5,4.4,57,18,41
96.486,25.637,1977,2,3,4.4,22,10,49
95.178,25.433,1977,1,5,4.8,104,14,10
95.064,25.911,1976,12,25,4.9,84,1,7
94.606,23.126,1976,12,15,5,97,4,35
94.56,24.205,1976,12,6,4.7,97,16,13
96.439,26.519,1976,11,6,4.5,66,4,43
96.559,26.48,1976,10,31,4.8,33,18,36
95.014,24.049,1976,9,24,4.6,164,0,9
94.638,22.757,1976,6,30,4,97,23,15
96.161,26.127,1976,6,5,4.1,97,10,46
96.274,26.138,1976,6,1,4.9,46,10,58
95.354,25.079,1976,5,25,4.7,107,4,48
96.658,25.33,1976,4,4,4.9,39,22,28
94.266,24.265,1976,3,30,4.6,56,6,48
93.256,24.444,1976,3,16,3.8,59,4,55
93.501,24.411,1976,2,1,4,59,15,38
94.333,23.678,1975,12,13,5.2,63,22,35
94.317,22.99,1975,10,21,4.8,33,7,10
96.387,26.509,1975,7,23,5.2,33,3,3
94.995,22.66,1975,6,28,5.1,130,21,32
94.108,23.872,1975,5,21,5.3,72,3,16
93.548,24.135,1975,3,3,5,42,19,24
93.899,22.698,1975,1,17,4.6,33,15,9
93.883,23.93,1974,12,7,4.8,33,13,54
95.257,24.514,1974,12,2,4.8,110,1,8
95.421,24.876,1974,11,16,4.7,159,22,7
94.734,24.169,1974,9,21,4.8,82,17,53
90.908,25.68,1974,9,21,4.7,27,6,27
94.515,22.854,1974,8,30,4.5,106,20,2
96.242,25.811,1974,8,24,4.7,33,18,18
92.335,27.361,1974,7,9,4.6,53,7,17
94.776,23.09,1974,6,22,3.9,107,18,48
95.13,24.67,1974,5,25,4.5,83,16,7
91.799,25.547,1974,5,15,4.5,32,3,51
93.599,25.684,1974,1,28,3.8,42,14,17
92.936,22.837,1974,1,20,4.8,33,20,5
94.805,23.515,1974,1,7,4.9,105,5,18
94.056,22.637,1973,12,4,4.6,63,12,48
91.603,25.723,1973,11,2,4.8,20,12,9
92.527,26.998,1973,9,11,4.8,54,15,55
95.472,26.417,1973,8,15,4.7,41,9,0
94.51,23.334,1973,7,27,5.3,79,20,23
95.035,24.152,1973,7,12,4.4,135,21,31
94.841,23.612,1973,7,4,5.2,127,21,4
92.474,27.24,1973,7,4,5.2,26,16,44
93.548,24.281,1973,5,31,5.9,30,23,39
94.852,24.321,1973,5,23,4.2,63,1,57
94.413,24.34,1973,2,10,4.4,74,4,25
94.708,25.206,1971,12,29,5.71,62.3,22,27
95.836,23.076,1971,10,14,5.4,15,12,55
95.915,22.958,1971,10,10,5.22,15,18,25
93.127,26.469,1971,7,17,5.5,35,15,0
96.505,25.266,1971,5,31,5.73,20,5,14
96.187,25.211,1971,5,30,5.15,15,21,39
96.389,25.264,1971,5,30,6.18,15,15,44
96.301,25.25,1971,5,30,5.28,10,11,55
96.687,26.086,1971,3,31,5.28,15,8,16
91.591,23.738,1971,2,2,5.4,45.3,7,59
91.659,24.9,1970,8,28,5.3,27.5,1,24
